"Insert size","PE1.R1","PE2.R1","PE3.R1"
91,0.0561850360520648,0.43013736644928535,0.5650114328970883
92,0.07959546774042514,0.44574719023171916,0.5942765278330563
93,0.070231295065081,0.5827667545441931,0.6227612202373984
94,0.05150294971439273,0.6660191480505064,0.6052021632758177
95,0.046820863376720666,0.7648813653392535,0.5400385518850623
96,0.0421387770390486,0.7908977383099765,0.5806194835296046
97,0.06554920872740894,0.6764256972387956,0.6001295468202499
98,0.06086712238973687,0.6070487026502012,0.5806194835296046
99,0.046820863376720666,0.5758290550853337,0.6297848430220307
100,0.03277460436370447,0.49777993617316496,0.5895941126433014
101,0.023410431688360333,0.4752324129318718,0.624712226566463
102,0.03277460436370447,0.4925766615790204,0.6059825658074435
103,0.037456690701376534,0.6001110031913418,0.645392893654547
104,0.05150294971439273,0.6694879977799362,0.6301750442878438
105,0.037456690701376534,0.8446649091161371,0.6188592075792694
106,0.03277460436370447,0.9435271264048842,0.6013001506176886
107,0.004682086337672067,0.9001665047870127,0.579058678466353
108,0.0140462590130162,0.7770223393922576,0.5934961253014305
109,0.023410431688360333,0.671222422644651,0.599739345554437
110,0.0421387770390486,0.5688913556264743,0.5732056594791594
111,0.009364172675344134,0.6018454280560567,0.5724252569475335
112,0.018728345350688267,0.5272651588733176,0.5864725025167982
113,0.023410431688360333,0.6330650756209242,0.6192494088450823
114,0.023410431688360333,0.6920355210212293,0.6130061885920758
115,0.07491338140275307,0.8325239350631332,0.6091041759339467
116,0.004682086337672067,0.9227140280283059,0.6024707544151273
117,0.07959546774042514,0.9452615512695991,0.6196396101108952
118,0.023410431688360333,0.8793534064104344,0.5759370683398497
119,0.03277460436370447,0.8498681837102817,0.6165179999843919
120,0.004682086337672067,0.6798945469682253,0.6016903518835015
121,0.004682086337672067,0.6243929512973498,0.5934961253014305
122,0.023410431688360333,0.683363396697655,0.5942765278330563
123,0.018728345350688267,0.6139864021090606,0.5927157227698047
124,0.03277460436370447,0.7961010129041209,0.5521347911252624
125,0.023410431688360333,0.8047731372276953,0.591154917706553
126,0.023410431688360333,0.9261828777577354,0.5618898227705851
127,0.0280925180260324,0.9730123491050368,0.5427699607457527
128,0.037456690701376534,1.0857499653115026,0.5919353202381789
129,0.018728345350688267,0.8966976550575829,0.5888137101116756
130,0.0280925180260324,0.7856944637158318,0.5923255215039918
131,0.0280925180260324,0.7041764950742334,0.562280024036398
132,0.06086712238973687,0.7163174691272374,0.5841312949219207
133,0.037456690701376534,0.7007076453448037,0.5782782759347271
134,0.0280925180260324,0.7388649923685306,0.5860823012509853
135,0.07491338140275307,0.7683502150686832,0.5798390809979788
136,0.07491338140275307,0.9088386291105869,0.5614996215047722
137,0.07491338140275307,0.882822256139864,0.5696938480868432
138,0.11705215844180167,0.8932288053281532,0.570474250618469
139,0.09364172675344133,0.9660746496461774,0.5275521113790493
140,0.09832381309111339,0.7666157902039683,0.5361365392269333
141,0.13578050379248993,0.7111141945330929,0.5447209670748172
142,0.3230639572993726,0.6538781739975025,0.5388679480876236
143,0.16387302181852234,0.6955043707506591,0.5322345265688042
144,0.421387770390486,0.7024420702095185,0.5603290177073335
145,0.24346848955894748,0.7319272929096712,0.5560368037833915
146,0.4354340294035022,0.8186485361454141,0.5685232442894045
147,0.3417923026500609,0.9261828777577354,0.554085797454327
148,0.3277460436370447,0.8620091577632857,0.5181872809995396
149,0.6133533102350408,0.8481337588455669,0.53301492910043
150,2.9122577020320257,0.8065075620924101,0.4990674189747072
151,4.087461372787715,0.8880255307340086,0.7043132847922959
152,10.380185410618973,0.6209241015679201,0.5985687417569983
153,0.004682086337672067,0.5949077285971971,0.5314541240371784
154,0.0140462590130162,0.584501179408908,0.553695596188514
155,0.004682086337672067,0.7232551685860968,0.5380875455559978
156,0.07491338140275307,0.8151796864159846,0.5845214961877336
157,0.004682086337672067,0.7787567642569724,0.56657223796034
158,0.1123700721041296,0.8689468572221452,0.5138950670755976
159,0.0140462590130162,0.8498681837102817,0.537307143024372
160,0.0140462590130162,0.7978354377688358,0.5361365392269333
161,0.070231295065081,0.6798945469682253,0.5240402999867331
162,0,0.6070487026502012,0.5033596328986492
163,0,0.6452060496739281,0.5513543885936366
164,0.018728345350688267,0.5862356042736229,0.5259913063157977
165,0.009364172675344134,0.6330650756209242,0.5318443253029913
166,0.046820863376720666,0.6313306507562092,0.5162362746704751
167,0.004682086337672067,0.6694879977799362,0.5092126518858427
168,0.004682086337672067,0.659081448591647,0.5189676835311654
169,0.009364172675344134,0.7804911891216872,0.49438500378495226
170,0.004682086337672067,0.7128486193978076,0.5119440607465331
171,0,0.7284584431802414,0.5146754696072234
172,0.070231295065081,0.5446094075204663,0.49516540631657807
173,0,0.5081864853614542,0.4475608518874036
174,0.009364172675344134,0.46656028860829746,0.4518530658113455
175,0.25751474857196366,0.5116553350908839,0.4479510531532165
176,0.38393107968910944,0.6070487026502012,0.4865809784686942
177,0,0.5879700291383377,0.5060910417593395
178,0.009364172675344134,0.5758290550853337,0.4565354810011003
179,0,0.5636880810323297,0.45770608479853914
180,0,0.6417371999444984,0.4323430025207002
181,0.0140462590130162,0.5463438323851811,0.45497467593784874
182,0,0.49777993617316496,0.445609845558339
183,0,0.4162619675315666,0.4315625999890744
184,0.004682086337672067,0.38330789510198415,0.4319528012548873
185,0.037456690701376534,0.39718329401970304,0.43390380758395175
186,0.0280925180260324,0.3989177188844179,0.3921522721419708
187,0,0.4318717913140003,0.41010153036936453
188,0.046820863376720666,0.4197308172609962,0.4116623354326161
189,0.009364172675344134,0.42493409185514086,0.42727038606513235
190,0.046820863376720666,0.4440127653670043,0.3960542848000999
191,0.16387302181852234,0.5081864853614542,0.39488368100266114
192,0.018728345350688267,0.3659636464548356,0.4026877063189193
193,0.0140462590130162,0.37637019564312474,0.3905914670787192
194,0.0280925180260324,0.31393090051338973,0.38629925315477726
195,0,0.28618010267795196,0.37108140378807386
196,0,0.3468849729429721,0.3816168379650224
197,0.0421387770390486,0.3416816983488275,0.3624969759401899
198,0,0.31913417510753433,0.3558635544213705
199,0.004682086337672067,0.3260718745663938,0.3714716050538868
200,0,0.3382128486193978,0.3468889253076737
201,0,0.29311780213681143,0.3308906734093445
202,0.004682086337672067,0.3468849729429721,0.3328416797384091
203,0.009364172675344134,0.30525877618981545,0.3492301329025511
204,0,0.26189815457194393,0.34610852277604787
205,0.009364172675344134,0.2324129318717913,0.33986530252304137
206,0,0.2081309837657833,0.36171657340856417
207,0,0.1977244345774941,0.35391254809230605
208,0,0.21680310808935757,0.337524094928164
209,0,0.26016372970722906,0.32620825821958965
210,0,0.2757735534896628,0.3043569873340669
211,0,0.2289440821423616,0.3418163088521059
212,0,0.2376162064659359,0.29967457214431203
213,0,0.21506868322464268,0.3277690632828413
214,0,0.21333425835992786,0.31450222024520247
215,0,0.20119328430692382,0.30084517594175075
216,0.004682086337672067,0.16130151241848203,0.303966786068254
217,0.004682086337672067,0.16130151241848203,0.295772559486183
218,0.009364172675344134,0.16997363674205632,0.3031863835366282
219,0,0.2081309837657833,0.32035523923239606
220,0,0.17344248647148605,0.2719702822715957
221,0.004682086337672067,0.20466213403635353,0.291480345562241
222,0.009364172675344134,0.15956708755376717,0.30006477341012494
223,0,0.1717080616067712,0.26923887341090535
224,0,0.1578326626890523,0.2852371253092345
225,0.009364172675344134,0.11273761620646594,0.26182504936046014
226,0.018728345350688267,0.14395726377133342,0.2735310873348473
227,0,0.11794089080061053,0.27470169113228604
228,0,0.10406549188289164,0.2489484075886342
229,0,0.10059664215346191,0.2555818291074536
230,0,0.10059664215346191,0.26689766581602786
231,0,0.12661301512418482,0.258313237968144
232,0.004682086337672067,0.15956708755376717,0.24972881012026005
233,0,0.11100319134175107,0.25753283543651817
234,0,0.11967531566532538,0.24738760252538258
235,0.004682086337672067,0.09365894269460247,0.2427051873356277
236,0,0.11100319134175107,0.24114438227237608
237,0,0.07631469404745386,0.2298285455638018
238,0,0.07458026918273901,0.23099914936124052
239,0.004682086337672067,0.06243929512973498,0.2228049227791695
240,0.004682086337672067,0.0832523935063133,0.23216975315867924
241,0,0.08151796864159845,0.2251461303740469
242,0.004682086337672067,0.07978354377688358,0.22553633163985987
243,0,0.0832523935063133,0.22397552657660824
244,0,0.06417371999444985,0.212269488602221
245,0,0.07458026918273901,0.20719687214665322
246,0,0.0659081448591647,0.19510063290645313
247,0,0.06070487026502012,0.19978304809620803
248,0,0.06243929512973498,0.21461069619709847
249,0,0.06764256972387955,0.1982222430329564
250,0.004682086337672067,0.04509504648258637,0.18534560126113048
251,,0.0832523935063133,0.19197902277994988
252,,0.0659081448591647,0.18885741265344666
253,,0.0572360205355904,0.1861260037927563
254,,0.04336062161787151,0.18924761391925954
255,,0.03815734702372693,0.1673963430337368
256,,0.050298321076730955,0.17363956328674332
257,,0.055501595670875536,0.17754157594487235
258,,0.029485222700152632,0.1619335253123561
259,,0.03295407242958235,0.17012775189442714
260,,0.050298321076730955,0.18105338733718854
261,,0.02428194810600805,0.1673963430337368
262,,0.04162619675315665,0.1740297645525562
263,,0.04336062161787151,0.1732493620209304
264,,0.03121964756486749,0.16349433037560773
265,,0.022547523241293187,0.16661594050211098
266,,0.03121964756486749,0.16271392784398192
267,,0.03468849729429721,0.15139809113540764
268,,0.03468849729429721,0.16154332404654323
269,,0.02601637297072291,0.13696064430033011
270,,0.04162619675315665,0.13422923543963974
271,,0.022547523241293187,0.10106212784554273
272,,0.0052032745941445815,0.06243220253006501
